"iso_code","method","year","mean","lower_ci","upper_ci","region","country","income_group","coverage","delta","lower_delta","upper_delta","within_ci","ci_width"
"DEU","ARIMA(1,0,0) with non-zero mean",2020,0.912570263074845,0.885682562383323,0.939457963766368,"Europe","Germany","HIC",0.91,-0.00257026307484531,0.0243174376166773,-0.0294579637663679,TRUE,0.0537754013830452
"DEU","ARIMA(1,0,0) with non-zero mean",2021,0.914748671458323,0.879502915135732,0.949994427780913,"Europe","Germany","HIC",0.91,-0.00474867145832258,0.0304970848642679,-0.0399944277809131,TRUE,0.0704915126451811
"DEU","ARIMA(1,0,0) with non-zero mean",2022,0.916594966155409,0.876404142283269,0.95678579002755,"Europe","Germany","HIC",0.91,-0.00659496615540933,0.0335958577167309,-0.0467857900275496,TRUE,0.0803816477442805
"DJI","ARIMA(0,1,0)",2020,0.85,0.710319615013602,0.989680384986398,"Africa","Djibouti","LMIC",0.7,-0.15,-0.0103196150136021,-0.289680384986398,FALSE,0.279360769972796
"DJI","ARIMA(0,1,0)",2021,0.85,0.652462105154741,0.99,"Africa","Djibouti","LMIC",0.59,-0.26,-0.0624621051547408,-0.4,FALSE,0.337537894845259
"DJI","ARIMA(0,1,0)",2022,0.85,0.608066476382778,0.99,"Africa","Djibouti","LMIC",0.59,-0.26,-0.0180664763827778,-0.4,FALSE,0.381933523617222
"DMA","ARIMA(0,0,0) with non-zero mean",2020,0.9725,0.931350581878314,0.99,"Americas","Dominica","UMIC",0.96,-0.0124999999999997,0.0286494181216862,-0.03,TRUE,0.0586494181216862
"DMA","ARIMA(0,0,0) with non-zero mean",2021,0.9725,0.931350581878314,0.99,"Americas","Dominica","UMIC",0.92,-0.0524999999999997,-0.0113505818783137,-0.07,FALSE,0.0586494181216862
"DMA","ARIMA(0,0,0) with non-zero mean",2022,0.9725,0.931350581878314,0.99,"Americas","Dominica","UMIC",0.92,-0.0524999999999997,-0.0113505818783137,-0.07,FALSE,0.0586494181216862
"DNK","ARIMA(1,0,0) with non-zero mean",2020,0.965550359545163,0.926054636929182,0.99,"Europe","Denmark","HIC",0.97,0.00444964045483676,0.0439453630708175,-0.02,TRUE,0.0639453630708176
"DNK","ARIMA(1,0,0) with non-zero mean",2021,0.96196324131219,0.911231719315134,0.99,"Europe","Denmark","HIC",0.97,0.00803675868780962,0.0587682806848657,-0.02,TRUE,0.0787682806848657
"DNK","ARIMA(1,0,0) with non-zero mean",2022,0.959071453234495,0.902216090578509,0.99,"Europe","Denmark","HIC",0.97,0.0109285467655047,0.067783909421491,-0.02,TRUE,0.0877839094214911
"DOM","ARIMA(0,1,1)",2020,0.87323177642216,0.792487464396812,0.953976088447508,"Americas","Dominican Republic","UMIC",0.82,-0.05323177642216,0.0275125356031884,-0.133976088447509,TRUE,0.161488624050697
"DOM","ARIMA(0,1,1)",2021,0.87323177642216,0.785612418855126,0.960851133989194,"Americas","Dominican Republic","UMIC",0.84,-0.03323177642216,0.0543875811448741,-0.120851133989194,TRUE,0.175238715134068
"DOM","ARIMA(0,1,1)",2022,0.87323177642216,0.779238905860225,0.967224646984095,"Americas","Dominican Republic","UMIC",0.88,0.00676822357784002,0.100761094139775,-0.0872246469840953,TRUE,0.187985741123871
"DZA","ARIMA(1,0,0) with non-zero mean",2020,0.884432852199151,0.838234974019663,0.93063073037864,"Africa","Algeria","LMIC",0.84,-0.0444328521991513,0.00176502598033701,-0.0906307303786396,TRUE,0.0923957563589766
"DZA","ARIMA(1,0,0) with non-zero mean",2021,0.887987894896023,0.828768664181303,0.947207125610743,"Africa","Algeria","LMIC",0.81,-0.0779878948960229,-0.0187686641813027,-0.137207125610743,FALSE,0.11843846142944
"DZA","ARIMA(1,0,0) with non-zero mean",2022,0.890838955118378,0.824583583773761,0.957094326462995,"Africa","Algeria","LMIC",0.77,-0.120838955118378,-0.0545835837737609,-0.187094326462995,FALSE,0.132510742689234
"ECU","ARIMA(1,0,1) with non-zero mean",2020,0.852239524825842,0.805831032313963,0.898648017337722,"Americas","Ecuador","UMIC",0.7,-0.152239524825842,-0.105831032313963,-0.198648017337722,FALSE,0.092816985023759
"ECU","ARIMA(1,0,1) with non-zero mean",2021,0.859378701704621,0.78421338824106,0.934544015168182,"Americas","Ecuador","UMIC",0.72,-0.139378701704621,-0.0642133882410597,-0.214544015168182,FALSE,0.150330626927122
"ECU","ARIMA(1,0,1) with non-zero mean",2022,0.864373843706316,0.778575605648869,0.950172081763764,"Americas","Ecuador","UMIC",0.7,-0.164373843706316,-0.0785756056488689,-0.250172081763764,FALSE,0.171596476114895
"EGY","ARIMA(2,1,0)",2020,0.945972593840127,0.920758139361612,0.971187048318643,"Africa","Egypt","LMIC",0.94,-0.00597259384012749,0.0192418606383883,-0.0311870483186433,TRUE,0.0504289089570316
"EGY","ARIMA(2,1,0)",2021,0.949115850038063,0.923300941191627,0.974930758884499,"Africa","Egypt","LMIC",0.96,0.010884149961937,0.0366990588083728,-0.0149307588844988,TRUE,0.0516298176928716
"EGY","ARIMA(2,1,0)",2022,0.948284643437587,0.920324967942844,0.97624431893233,"Africa","Egypt","LMIC",0.97,0.021715356562413,0.0496750320571562,-0.00624431893233024,TRUE,0.0559193509894864
"ERI","ARIMA(1,0,1) with non-zero mean",2020,0.948269170818949,0.91147696327866,0.985061378359238,"Africa","Eritrea","LIC",0.95,0.00173082918105072,0.0385230367213397,-0.0350613783592383,TRUE,0.073584415080578
"ERI","ARIMA(1,0,1) with non-zero mean",2021,0.942412242736397,0.871968751537826,0.99,"Africa","Eritrea","LIC",0.95,0.0075877572636025,0.0780312484621736,-0.04,TRUE,0.118031248462174
"ERI","ARIMA(1,0,1) with non-zero mean",2022,0.937574369465656,0.851409346914681,0.99,"Africa","Eritrea","LIC",0.95,0.0124256305343442,0.0985906530853189,-0.04,TRUE,0.138590653085319
"ESP","ARIMA(0,0,0) with non-zero mean",2020,0.965,0.946460596734778,0.983539403265222,"Europe","Spain","HIC",0.94,-0.0249999999999999,-0.00646059673477783,-0.043539403265222,FALSE,0.0370788065304442
"ESP","ARIMA(0,0,0) with non-zero mean",2021,0.965,0.946460596734778,0.983539403265222,"Europe","Spain","HIC",0.92,-0.0449999999999998,-0.0264605967347777,-0.0635394032652219,FALSE,0.0370788065304442
"ESP","ARIMA(0,0,0) with non-zero mean",2022,0.965,0.946460596734778,0.983539403265222,"Europe","Spain","HIC",0.93,-0.0349999999999998,-0.0164605967347777,-0.0535394032652219,FALSE,0.0370788065304442
"EST","ARIMA(0,1,0)",2020,0.91,0.894418173441224,0.925581826558776,"Europe","Estonia","HIC",0.91,0,0.015581826558776,-0.015581826558776,TRUE,0.0311636531175521
"EST","ARIMA(0,1,0)",2021,0.91,0.887963969554034,0.932036030445966,"Europe","Estonia","HIC",0.9,-0.01,0.0120360304459664,-0.0320360304459664,TRUE,0.0440720608919327
"EST","ARIMA(0,1,0)",2022,0.91,0.883011484725474,0.936988515274526,"Europe","Estonia","HIC",0.85,-0.0600000000000001,-0.0330114847254739,-0.0869885152745262,FALSE,0.0539770305490523
"ETH","ARIMA(0,1,0) with drift",2020,0.7,0.657659741206963,0.742340258793037,"Africa","Ethiopia","LIC",0.71,0.0099999999999999,0.0523402587930369,-0.0323402587930371,TRUE,0.0846805175860741
"ETH","ARIMA(0,1,0) with drift",2021,0.72,0.6601218317805,0.7798781682195,"Africa","Ethiopia","LIC",0.65,-0.0700000000000001,-0.0101218317805004,-0.1298781682195,FALSE,0.119756336438999
"ETH","ARIMA(0,1,0) with drift",2022,0.74,0.666664520564845,0.813335479435155,"Africa","Ethiopia","LIC",0.65,-0.0900000000000001,-0.0166645205648449,-0.163335479435155,FALSE,0.14667095887031
"FIN","ARIMA(0,1,0)",2020,0.91,0.879500236769494,0.940499763230506,"Europe","Finland","HIC",0.9,-0.01,0.0204997632305058,-0.0404997632305059,TRUE,0.0609995264610117
"FIN","ARIMA(0,1,0)",2021,0.91,0.86686682119025,0.95313317880975,"Europe","Finland","HIC",0.89,-0.02,0.0231331788097496,-0.0631331788097497,TRUE,0.0862663576194993
"FIN","ARIMA(0,1,0)",2022,0.91,0.857172860465943,0.962827139534057,"Europe","Finland","HIC",0.91,0,0.0528271395340573,-0.0528271395340573,TRUE,0.105654279068115
"FJI","ARIMA(2,0,0) with non-zero mean",2020,0.985083902886759,0.953036567507321,0.99,"Oceania","Fiji","UMIC",0.99,0.00491609711324115,0.0369634324926785,0,TRUE,0.0369634324926785
"FJI","ARIMA(2,0,0) with non-zero mean",2021,0.987721543029346,0.935147903376579,0.99,"Oceania","Fiji","UMIC",0.99,0.00227845697065354,0.0548520966234208,0,TRUE,0.0548520966234208
"FJI","ARIMA(2,0,0) with non-zero mean",2022,0.982614936925359,0.918861639918333,0.99,"Oceania","Fiji","UMIC",0.99,0.00738506307464082,0.0711383600816667,0,TRUE,0.0711383600816667
"FRA","ARIMA(1,0,0) with non-zero mean",2020,0.961646330647379,0.949605515281751,0.973687146013008,"Europe","France","HIC",0.96,-0.00164633064737951,0.0103944847182493,-0.0136871460130084,TRUE,0.0240816307312577
"FRA","ARIMA(1,0,0) with non-zero mean",2021,0.963072097230463,0.947143584126405,0.979000610334521,"Europe","France","HIC",0.96,-0.00307209723046298,0.0128564158735949,-0.0190006103345208,TRUE,0.0318570262081157
"FRA","ARIMA(1,0,0) with non-zero mean",2022,0.964306849406566,0.945996469078426,0.982617229734706,"Europe","France","HIC",0.96,-0.00430684940656623,0.014003530921574,-0.0226172297347065,TRUE,0.0366207606562805
"FSM","ARIMA(0,0,0) with non-zero mean",2020,0.8025,0.657510766119892,0.947489233880108,"Oceania","Micronesia (Federated States of)","LMIC",0.83,0.0275000000000001,0.172489233880108,-0.117489233880108,TRUE,0.289978467760216
"FSM","ARIMA(0,0,0) with non-zero mean",2021,0.8025,0.657510766119892,0.947489233880108,"Oceania","Micronesia (Federated States of)","LMIC",0.72,-0.0824999999999999,0.062489233880108,-0.227489233880108,TRUE,0.289978467760216
"FSM","ARIMA(0,0,0) with non-zero mean",2022,0.8025,0.657510766119892,0.947489233880108,"Oceania","Micronesia (Federated States of)","LMIC",0.69,-0.1125,0.0324892338801079,-0.257489233880108,TRUE,0.289978467760216
"GAB","ARIMA(0,1,0)",2020,0.7,0.510987809984969,0.889012190015031,"Africa","Gabon","UMIC",0.63,-0.07,0.119012190015031,-0.259012190015031,TRUE,0.378024380030062
"GAB","ARIMA(0,1,0)",2021,0.7,0.432696397426903,0.967303602573097,"Africa","Gabon","UMIC",0.75,0.05,0.317303602573097,-0.217303602573097,TRUE,0.534607205146195
"GAB","ARIMA(0,1,0)",2022,0.7,0.372621283644104,0.99,"Africa","Gabon","UMIC",0.6,-0.1,0.227378716355896,-0.39,TRUE,0.617378716355896
"GBR","ARIMA(0,1,0)",2020,0.93,0.917275493670162,0.942724506329838,"Europe","United Kingdom","HIC",0.93,0,0.0127245063298379,-0.0127245063298379,TRUE,0.0254490126596758
"GBR","ARIMA(0,1,0)",2021,0.93,0.912004830573841,0.947995169426159,"Europe","United Kingdom","HIC",0.93,0,0.017995169426159,-0.017995169426159,TRUE,0.0359903388523179
"GBR","ARIMA(0,1,0)",2022,0.93,0.907960508535489,0.952039491464511,"Europe","United Kingdom","HIC",0.92,-0.01,0.012039491464511,-0.032039491464511,TRUE,0.044078982929022
"GEO","ARIMA(0,1,0)",2020,0.94,0.850069965394403,0.99,"Asia","Georgia","UMIC",0.88,-0.0599999999999999,0.0299300346055971,-0.11,TRUE,0.139930034605597
"GEO","ARIMA(0,1,0)",2021,0.94,0.812819725396083,0.99,"Asia","Georgia","UMIC",0.85,-0.09,0.0371802746039172,-0.14,TRUE,0.177180274603917
"GEO","ARIMA(0,1,0)",2022,0.94,0.784236610936679,0.99,"Asia","Georgia","UMIC",0.85,-0.09,0.0657633890633215,-0.14,TRUE,0.205763389063321
"GHA","ARIMA(0,1,0)",2020,0.97,0.874933213473776,0.99,"Africa","Ghana","LMIC",0.94,-0.03,0.0650667865262242,-0.05,TRUE,0.115066786526224
"GHA","ARIMA(0,1,0)",2021,0.97,0.835555261163386,0.99,"Africa","Ghana","LMIC",0.98,0.01,0.144444738836614,-0.01,TRUE,0.154444738836614
"GHA","ARIMA(0,1,0)",2022,0.97,0.805339495624275,0.99,"Africa","Ghana","LMIC",0.99,0.02,0.184660504375725,0,TRUE,0.184660504375725
"GMB","ARIMA(0,2,1)",2020,0.864694059795189,0.804648319974844,0.924739799615533,"Africa","Gambia","LIC",0.85,-0.0146940597951887,0.0453516800251561,-0.0747397996155335,TRUE,0.12009147964069
"GMB","ARIMA(0,2,1)",2021,0.849388119590377,0.75379879874237,0.944977440438384,"Africa","Gambia","LIC",0.82,-0.0293881195903773,0.0662012012576298,-0.124977440438385,TRUE,0.191178641696014
"GMB","ARIMA(0,2,1)",2022,0.834082179385566,0.703674445759416,0.964489913011715,"Africa","Gambia","LIC",0.79,-0.0440821793855659,0.0863255542405836,-0.174489913011715,TRUE,0.260815467252299
"GNB","ARIMA(1,2,0)",2020,0.795990357625207,0.754525817132291,0.837454898118122,"Africa","Guinea-Bissau","LIC",0.74,-0.0559903576252068,-0.0145258171322913,-0.0974548981181222,FALSE,0.082929080985831
"GNB","ARIMA(1,2,0)",2021,0.767196141721863,0.702422071005791,0.831970212437934,"Africa","Guinea-Bissau","LIC",0.67,-0.0971961417218625,-0.0324220710057911,-0.161970212437934,FALSE,0.129548141432143
"GNB","ARIMA(1,2,0)",2022,0.774223415646461,0.667681688845517,0.880765142447404,"Africa","Guinea-Bissau","LIC",0.74,-0.0342234156464607,0.0723183111544827,-0.140765142447404,TRUE,0.213083453601887
"GNQ","ARIMA(0,1,0)",2020,0.53,0.442810152016495,0.617189847983505,"Africa","Equatorial Guinea","UMIC",0.53,0,0.0871898479835049,-0.0871898479835049,TRUE,0.17437969596701
"GNQ","ARIMA(0,1,0)",2021,0.53,0.406694934480479,0.653305065519521,"Africa","Equatorial Guinea","UMIC",0.53,0,0.123305065519521,-0.123305065519521,TRUE,0.246610131039042
"GNQ","ARIMA(0,1,0)",2022,0.53,0.378982753388363,0.681017246611637,"Africa","Equatorial Guinea","UMIC",0.53,0,0.151017246611637,-0.151017246611637,TRUE,0.302034493223275
"GRC","ARIMA(0,2,1)",2020,0.99,0.979358798823176,0.99,"Europe","Greece","HIC",0.99,0,0.0106412011768241,0,TRUE,0.0106412011768241
"GRC","ARIMA(0,2,1)",2021,0.99,0.970085250919691,0.99,"Europe","Greece","HIC",0.99,0,0.0199147490803087,0,TRUE,0.0199147490803087
"GRC","ARIMA(0,2,1)",2022,0.99,0.95955700808547,0.99,"Europe","Greece","HIC",0.99,0,0.0304429919145298,0,TRUE,0.0304429919145298
"GRD","ARIMA(0,0,0) with non-zero mean",2020,0.95549999999991,0.884554091271321,0.99,"Americas","Grenada","UMIC",0.72,-0.23549999999991,-0.164554091271321,-0.27,FALSE,0.105445908728679
"GRD","ARIMA(0,0,0) with non-zero mean",2021,0.95549999999991,0.884554091271321,0.99,"Americas","Grenada","UMIC",0.77,-0.18549999999991,-0.114554091271321,-0.22,FALSE,0.105445908728679
"GRD","ARIMA(0,0,0) with non-zero mean",2022,0.95549999999991,0.884554091271321,0.99,"Americas","Grenada","UMIC",0.77,-0.18549999999991,-0.114554091271321,-0.22,FALSE,0.105445908728679
"GTM","ARIMA(0,0,1) with non-zero mean",2020,0.864054922759304,0.741503448240275,0.986606397278332,"Americas","Guatemala","UMIC",0.83,-0.0340549227593036,0.0884965517597246,-0.156606397278332,TRUE,0.245102949038056
"GTM","ARIMA(0,0,1) with non-zero mean",2021,0.86043720678696,0.72174138752182,0.99,"Americas","Guatemala","UMIC",0.79,-0.0704372067869601,0.0682586124781801,-0.2,TRUE,0.26825861247818
"GTM","ARIMA(0,0,1) with non-zero mean",2022,0.86043720678696,0.72174138752182,0.99,"Americas","Guatemala","UMIC",0.79,-0.0704372067869601,0.0682586124781801,-0.2,TRUE,0.26825861247818
"GUY","ARIMA(0,1,1) with drift",2020,0.987620088083278,0.944284459286915,0.99,"Americas","Guyana","HIC",0.99,0.00237991191672171,0.0457155407130847,0,TRUE,0.0457155407130847
"GUY","ARIMA(0,1,1) with drift",2021,0.99,0.947882280220169,0.99,"Americas","Guyana","HIC",0.98,-0.01,0.0321177197798315,-0.01,TRUE,0.0421177197798315
"GUY","ARIMA(0,1,1) with drift",2022,0.99,0.95154705248425,0.99,"Americas","Guyana","HIC",0.98,-0.01,0.0284529475157501,-0.01,TRUE,0.0384529475157501
"HND","ARIMA(1,0,0) with non-zero mean",2020,0.897097281436777,0.850801511276644,0.94339305159691,"Americas","Honduras","LMIC",0.8,-0.0970972814367769,-0.0508015112766441,-0.14339305159691,FALSE,0.0925915403202655
"HND","ARIMA(1,0,0) with non-zero mean",2021,0.909458451941951,0.852330238187524,0.966586665696377,"Americas","Honduras","LMIC",0.77,-0.139458451941951,-0.0823302381875243,-0.196586665696377,FALSE,0.114256427508853
"HND","ARIMA(1,0,0) with non-zero mean",2022,0.918395459665839,0.856353146779649,0.98043777255203,"Americas","Honduras","LMIC",0.78,-0.138395459665839,-0.076353146779649,-0.20043777255203,FALSE,0.124084625772381
"HRV","ARIMA(1,0,0) with non-zero mean",2020,0.94102179397957,0.923707187976374,0.958336399982767,"Europe","Croatia","HIC",0.94,-0.00102179397957047,0.0162928120236256,-0.0183363999827666,TRUE,0.0346292120063922
"HRV","ARIMA(1,0,0) with non-zero mean",2021,0.941836637151378,0.919690534038868,0.963982740263887,"Europe","Croatia","HIC",0.92,-0.0218366371513776,0.000309465961131905,-0.0439827402638872,TRUE,0.0442922062250191
"HRV","ARIMA(1,0,0) with non-zero mean",2022,0.942486444654569,0.917753955036366,0.967218934272773,"Europe","Croatia","HIC",0.92,-0.0224864446545693,0.00224604496363445,-0.047218934272773,TRUE,0.0494649792364075
"HUN","ARIMA(0,0,0) with non-zero mean",2020,0.99,0.99,0.99,"Europe","Hungary","HIC",0.99,0,0,0,TRUE,0
"HUN","ARIMA(0,0,0) with non-zero mean",2021,0.99,0.99,0.99,"Europe","Hungary","HIC",0.99,0,0,0,TRUE,0
"HUN","ARIMA(0,0,0) with non-zero mean",2022,0.99,0.99,0.99,"Europe","Hungary","HIC",0.99,0,0,0,TRUE,0
"IDN","ARIMA(0,1,0)",2020,0.85,0.793122707357008,0.906877292642992,"Asia","Indonesia","UMIC",0.77,-0.08,-0.0231227073570076,-0.136877292642992,FALSE,0.113754585285985
"IDN","ARIMA(0,1,0)",2021,0.85,0.769563361353217,0.930436638646783,"Asia","Indonesia","UMIC",0.67,-0.18,-0.0995633613532168,-0.260436638646783,FALSE,0.160873277293566
"IDN","ARIMA(0,1,0)",2022,0.85,0.751485639345374,0.948514360654626,"Asia","Indonesia","UMIC",0.85,0,0.0985143606546262,-0.0985143606546262,TRUE,0.197028721309252
"IND","ARIMA(0,1,0) with drift",2020,0.927368421052628,0.892894537057284,0.961842305047972,"Asia","India","LMIC",0.85,-0.0773684210526281,-0.0428945370572842,-0.111842305047972,FALSE,0.0689477679906878
"IND","ARIMA(0,1,0) with drift",2021,0.944736842105256,0.895983407811364,0.99,"Asia","India","LMIC",0.85,-0.094736842105256,-0.045983407811364,-0.14,FALSE,0.094016592188636
"IND","ARIMA(0,1,0) with drift",2022,0.962105263157884,0.902394744543713,0.99,"Asia","India","LMIC",0.93,-0.032105263157884,0.0276052554562871,-0.0599999999999999,TRUE,0.0876052554562871
"IRL","ARIMA(0,1,1)",2020,0.943548924548465,0.922064089681332,0.965033759415599,"Europe","Ireland","HIC",0.94,-0.00354892454846545,0.0179359103186679,-0.0250337594155988,TRUE,0.0429696697342667
"IRL","ARIMA(0,1,1)",2021,0.943548924548465,0.902483071820727,0.984614777276204,"Europe","Ireland","HIC",0.94,-0.00354892454846545,0.037516928179273,-0.0446147772762039,TRUE,0.0821317054554769
"IRL","ARIMA(0,1,1)",2022,0.943548924548465,0.889593291003444,0.99,"Europe","Ireland","HIC",0.93,-0.0135489245484653,0.0404067089965557,-0.0599999999999999,TRUE,0.100406708996556
"IRN","ARIMA(0,0,0) with non-zero mean",2020,0.984999999999989,0.963435707770769,0.99,"Asia","Iran (Islamic Republic of)","LMIC",0.99,0.00500000000001111,0.0265642922292307,0,TRUE,0.0265642922292307
"IRN","ARIMA(0,0,0) with non-zero mean",2021,0.984999999999989,0.963435707770769,0.99,"Asia","Iran (Islamic Republic of)","LMIC",0.98,-0.0049999999999889,0.0165642922292307,-0.01,TRUE,0.0265642922292307
"IRN","ARIMA(0,0,0) with non-zero mean",2022,0.984999999999989,0.963435707770769,0.99,"Asia","Iran (Islamic Republic of)","LMIC",0.99,0.00500000000001111,0.0265642922292307,0,TRUE,0.0265642922292307
"IRQ","ARIMA(1,0,0) with non-zero mean",2020,0.812766358484008,0.700566602104267,0.924966114863749,"Asia","Iraq","UMIC",0.74,-0.0727663584840079,0.0394333978957331,-0.184966114863749,TRUE,0.224399512759482
"IRQ","ARIMA(1,0,0) with non-zero mean",2021,0.794004737747435,0.657757007444538,0.930252468050332,"Asia","Iraq","UMIC",0.78,-0.0140047377474347,0.122242992555462,-0.150252468050332,TRUE,0.272495460605794
"IRQ","ARIMA(1,0,0) with non-zero mean",2022,0.781079605702338,0.634795542775066,0.927363668629611,"Asia","Iraq","UMIC",0.93,0.148920394297662,0.295204457224934,0.0026363313703891,FALSE,0.292568125854545
"ISL","ARIMA(0,1,0)",2020,0.92,0.867947780505999,0.972052219494002,"Europe","Iceland","HIC",0.93,0.01,0.0620522194940015,-0.0420522194940015,TRUE,0.104104438988003
"ISL","ARIMA(0,1,0)",2021,0.92,0.846387045239962,0.99,"Europe","Iceland","HIC",0.92,0,0.073612954760038,-0.07,TRUE,0.143612954760038
"ISL","ARIMA(0,1,0)",2022,0.92,0.829842911189662,0.99,"Europe","Iceland","HIC",0.92,0,0.0901570888103377,-0.07,TRUE,0.160157088810338
"ISR","ARIMA(0,1,0)",2020,0.98,0.946650695589806,0.99,"Asia","Israel","HIC",0.98,0,0.0333493044101945,-0.01,TRUE,0.0433493044101945
"ISR","ARIMA(0,1,0)",2021,0.98,0.932836961407394,0.99,"Asia","Israel","HIC",0.98,0,0.0471630385926058,-0.01,TRUE,0.0571630385926059
"ISR","ARIMA(0,1,0)",2022,0.98,0.922237310364462,0.99,"Asia","Israel","HIC",0.98,0,0.0577626896355377,-0.01,TRUE,0.0677626896355377
"ITA","ARIMA(1,0,0) with non-zero mean",2020,0.95557327371595,0.918836510176721,0.99,"Europe","Italy","HIC",0.94,-0.01557327371595,0.0211634898232789,-0.05,TRUE,0.0711634898232789
"ITA","ARIMA(1,0,0) with non-zero mean",2021,0.952080642496735,0.905286295288626,0.99,"Europe","Italy","HIC",0.94,-0.0120806424967355,0.0347137047113739,-0.05,TRUE,0.084713704711374
"ITA","ARIMA(1,0,0) with non-zero mean",2022,0.949325000505184,0.897241536109575,0.99,"Europe","Italy","HIC",0.95,0.000674999494815864,0.0527584638904253,-0.04,TRUE,0.0927584638904253
"JAM","ARIMA(0,0,0) with non-zero mean",2020,0.9475,0.887890022570529,0.99,"Americas","Jamaica","UMIC",0.96,0.0125000000000001,0.0721099774294712,-0.03,TRUE,0.102109977429471
"JAM","ARIMA(0,0,0) with non-zero mean",2021,0.9475,0.887890022570529,0.99,"Americas","Jamaica","UMIC",0.9,-0.0474999999999999,0.0121099774294713,-0.09,TRUE,0.102109977429471
"JAM","ARIMA(0,0,0) with non-zero mean",2022,0.9475,0.887890022570529,0.99,"Americas","Jamaica","UMIC",0.98,0.0325000000000001,0.0921099774294712,-0.01,TRUE,0.102109977429471
"JOR","ARIMA(0,0,0) with non-zero mean",2020,0.966999999999986,0.915300419624219,0.99,"Asia","Jordan","LMIC",0.77,-0.196999999999986,-0.145300419624219,-0.22,FALSE,0.0746995803757805
"JOR","ARIMA(0,0,0) with non-zero mean",2021,0.966999999999986,0.915300419624219,0.99,"Asia","Jordan","LMIC",0.77,-0.196999999999986,-0.145300419624219,-0.22,FALSE,0.0746995803757805
"JOR","ARIMA(0,0,0) with non-zero mean",2022,0.966999999999986,0.915300419624219,0.99,"Asia","Jordan","LMIC",0.77,-0.196999999999986,-0.145300419624219,-0.22,FALSE,0.0746995803757805
"JPN","ARIMA(1,0,0) with non-zero mean",2020,0.974766656281881,0.9239678551874,0.99,"Asia","Japan","HIC",0.96,-0.0147666562818806,0.0360321448125996,-0.03,TRUE,0.0660321448125997
"JPN","ARIMA(1,0,0) with non-zero mean",2021,0.9704634650061,0.904696800692515,0.99,"Asia","Japan","HIC",0.99,0.0195365349939003,0.0853031993074854,0,TRUE,0.0853031993074854
"JPN","ARIMA(1,0,0) with non-zero mean",2022,0.966925104800206,0.892730076102002,0.99,"Asia","Japan","HIC",0.99,0.0230748951997936,0.0972699238979984,0,TRUE,0.0972699238979984
"KAZ","ARIMA(0,0,0) with non-zero mean",2020,0.9595,0.860073187710801,0.99,"Asia","Kazakhstan","UMIC",0.88,-0.0794999999999998,0.0199268122891988,-0.11,TRUE,0.129926812289199
"KAZ","ARIMA(0,0,0) with non-zero mean",2021,0.9595,0.860073187710801,0.99,"Asia","Kazakhstan","UMIC",0.95,-0.00949999999999984,0.0899268122891987,-0.04,TRUE,0.129926812289199
"KAZ","ARIMA(0,0,0) with non-zero mean",2022,0.9595,0.860073187710801,0.99,"Asia","Kazakhstan","UMIC",0.99,0.0305000000000002,0.129926812289199,0,TRUE,0.129926812289199
"KEN","ARIMA(0,1,0)",2020,0.91,0.810161577153103,0.99,"Africa","Kenya","LMIC",0.89,-0.02,0.0798384228468974,-0.1,TRUE,0.179838422846897
"KEN","ARIMA(0,1,0)",2021,0.91,0.768807148363978,0.99,"Africa","Kenya","LMIC",0.91,0,0.141192851636022,-0.08,TRUE,0.221192851636022
"KEN","ARIMA(0,1,0)",2022,0.91,0.737074779081628,0.99,"Africa","Kenya","LMIC",0.9,-0.01,0.162925220918372,-0.09,TRUE,0.252925220918372
"KGZ","ARIMA(0,0,1) with non-zero mean",2020,0.953469585030834,0.918863496417943,0.988075673643726,"Asia","Kyrgyzstan","LMIC",0.87,-0.0834695850308345,-0.0488634964179431,-0.118075673643726,FALSE,0.0692121772257828
"KGZ","ARIMA(0,0,1) with non-zero mean",2021,0.96106769499908,0.919981709550153,0.99,"Asia","Kyrgyzstan","LMIC",0.89,-0.0710676949990797,-0.029981709550153,-0.1,FALSE,0.070018290449847
"KGZ","ARIMA(0,0,1) with non-zero mean",2022,0.96106769499908,0.919981709550153,0.99,"Asia","Kyrgyzstan","LMIC",0.9,-0.0610676949990797,-0.019981709550153,-0.09,FALSE,0.070018290449847
"KHM","ARIMA(0,1,0)",2020,0.88,0.762832465621228,0.99,"Asia","Cambodia","LMIC",0.87,-0.01,0.107167534378772,-0.12,TRUE,0.227167534378772
"KHM","ARIMA(0,1,0)",2021,0.88,0.714300083811725,0.99,"Asia","Cambodia","LMIC",0.87,-0.01,0.155699916188275,-0.12,TRUE,0.275699916188275
"KHM","ARIMA(0,1,0)",2022,0.88,0.677059877458394,0.99,"Asia","Cambodia","LMIC",0.85,-0.03,0.172940122541606,-0.14,TRUE,0.312940122541606
"KIR","ARIMA(1,0,0) with non-zero mean",2020,0.926815411575038,0.768847143919512,0.99,"Oceania","Kiribati","LMIC",0.92,-0.00681541157503818,0.151152856080488,-0.07,TRUE,0.221152856080488
"KIR","ARIMA(1,0,0) with non-zero mean",2021,0.901139573704995,0.717359136271798,0.99,"Oceania","Kiribati","LMIC",0.9,-0.00113957370499462,0.182640863728202,-0.09,TRUE,0.272640863728202
"KIR","ARIMA(1,0,0) with non-zero mean",2022,0.885873742204151,0.693796709884882,0.99,"Oceania","Kiribati","LMIC",0.91,0.0241262577958494,0.216203290115118,-0.08,TRUE,0.296203290115118
