"iso_code","method","year","mean","lower_ci","upper_ci","region","country","income_group","coverage","delta","lower_delta","upper_delta","within_ci","ci_width"
"KNA","ARIMA(0,0,0) with non-zero mean",2020,0.977999999999999,0.952091615577085,0.99,"Americas","Saint Kitts and Nevis","HIC",0.99,0.0120000000000006,0.0379083844229147,0,TRUE,0.0379083844229147
"KNA","ARIMA(0,0,0) with non-zero mean",2021,0.977999999999999,0.952091615577085,0.99,"Americas","Saint Kitts and Nevis","HIC",0.96,-0.0179999999999995,0.00790838442291464,-0.03,TRUE,0.0379083844229147
"KNA","ARIMA(0,0,0) with non-zero mean",2022,0.977999999999999,0.952091615577085,0.99,"Americas","Saint Kitts and Nevis","HIC",0.96,-0.0179999999999995,0.00790838442291464,-0.03,TRUE,0.0379083844229147
"KOR","ARIMA(0,0,0) with non-zero mean",2020,0.964,0.907337394642255,0.99,"Asia","Republic of Korea","HIC",0.98,0.0160000000000002,0.0726626053577448,-0.01,TRUE,0.0826626053577448
"KOR","ARIMA(0,0,0) with non-zero mean",2021,0.964,0.907337394642255,0.99,"Asia","Republic of Korea","HIC",0.98,0.0160000000000002,0.0726626053577448,-0.01,TRUE,0.0826626053577448
"KOR","ARIMA(0,0,0) with non-zero mean",2022,0.964,0.907337394642255,0.99,"Asia","Republic of Korea","HIC",0.98,0.0160000000000002,0.0726626053577448,-0.01,TRUE,0.0826626053577448
"KWT","ARIMA(1,0,0) with non-zero mean",2020,0.948665509678488,0.905604496393582,0.99,"Asia","Kuwait","HIC",0.93,-0.0186655096784879,0.0243955036064177,-0.0599999999999999,TRUE,0.0843955036064177
"KWT","ARIMA(1,0,0) with non-zero mean",2021,0.962662277413172,0.914742190479788,0.99,"Asia","Kuwait","HIC",0.94,-0.0226622774131719,0.0252578095202117,-0.05,TRUE,0.0752578095202118
"KWT","ARIMA(1,0,0) with non-zero mean",2022,0.969496605817446,0.920489108556925,0.99,"Asia","Kuwait","HIC",0.96,-0.00949660581744616,0.0395108914430752,-0.03,TRUE,0.0695108914430752
"LAO","ARIMA(0,1,0)",2020,0.8,0.706003149653334,0.893996850346666,"Asia","Lao People's Democratic Republic","LMIC",0.79,-0.01,0.0839968503466658,-0.103996850346666,TRUE,0.187993700693332
"LAO","ARIMA(0,1,0)",2021,0.8,0.667068379419391,0.932931620580609,"Asia","Lao People's Democratic Republic","LMIC",0.75,-0.05,0.082931620580609,-0.182931620580609,TRUE,0.265863241161218
"LAO","ARIMA(0,1,0)",2022,0.8,0.637192679448127,0.962807320551874,"Asia","Lao People's Democratic Republic","LMIC",0.8,0,0.162807320551874,-0.162807320551874,TRUE,0.325614641103747
"LBN","ARIMA(1,1,0)",2020,0.83,0.807832698145348,0.852167301854652,"Asia","Lebanon","LMIC",0.71,-0.12,-0.0978326981453477,-0.142167301854652,FALSE,0.0443346037093046
"LBN","ARIMA(1,1,0)",2021,0.83,0.786462960426296,0.873537039573704,"Asia","Lebanon","LMIC",0.67,-0.16,-0.116462960426296,-0.203537039573704,FALSE,0.0870740791474085
"LBN","ARIMA(1,1,0)",2022,0.83,0.765169589828176,0.894830410171824,"Asia","Lebanon","LMIC",0.67,-0.16,-0.095169589828176,-0.224830410171824,FALSE,0.129660820343648
"LBR","ARIMA(0,1,0)",2020,0.7,0.512221963172504,0.887778036827496,"Africa","Liberia","LIC",0.65,-0.0499999999999999,0.137778036827496,-0.237778036827496,TRUE,0.375556073654992
"LBR","ARIMA(0,1,0)",2021,0.7,0.43444175360276,0.96555824639724,"Africa","Liberia","LIC",0.66,-0.0399999999999999,0.22555824639724,-0.30555824639724,TRUE,0.531116492794479
"LBR","ARIMA(0,1,0)",2022,0.7,0.374758899669237,0.99,"Africa","Liberia","LIC",0.78,0.0800000000000001,0.405241100330763,-0.21,TRUE,0.615241100330763
"LBY","ARIMA(1,0,0) with non-zero mean",2020,0.764661280605655,0.656549034040997,0.872773527170313,"Africa","Libya","UMIC",0.73,-0.0346612806056551,0.0734509659590029,-0.142773527170313,TRUE,0.216224493129316
"LBY","ARIMA(1,0,0) with non-zero mean",2021,0.792649246868415,0.653692040698756,0.931606453038073,"Africa","Libya","UMIC",0.73,-0.0626492468684146,0.0763079593012439,-0.201606453038073,TRUE,0.277914412339317
"LBY","ARIMA(1,0,0) with non-zero mean",2022,0.815248707760738,0.659434828904013,0.971062586617463,"Africa","Libya","UMIC",0.73,-0.0852487077607382,0.070565171095987,-0.241062586617463,TRUE,0.311627757713451
"LCA","ARIMA(1,1,0)",2020,0.944679856932445,0.788604772602545,0.99,"Americas","Saint Lucia","UMIC",0.86,-0.0846798569324448,0.0713952273974546,-0.13,TRUE,0.201395227397455
"LCA","ARIMA(1,1,0)",2021,0.924376678992247,0.765866405151089,0.99,"Americas","Saint Lucia","UMIC",0.8,-0.124376678992247,0.0341335948489115,-0.19,TRUE,0.224133594848911
"LCA","ARIMA(1,1,0)",2022,0.941079329886849,0.73396622922035,0.99,"Americas","Saint Lucia","UMIC",0.81,-0.131079329886849,0.0760337707796503,-0.18,TRUE,0.25603377077965
"LKA","ARIMA(2,1,0)",2020,0.99,0.976762506626411,0.99,"Asia","Sri Lanka","LMIC",0.96,-0.03,-0.0167625066264114,-0.03,FALSE,0.0132374933735886
"LKA","ARIMA(2,1,0)",2021,0.99,0.976705604901597,0.99,"Asia","Sri Lanka","LMIC",0.96,-0.03,-0.0167056049015972,-0.03,FALSE,0.0132943950984028
"LKA","ARIMA(2,1,0)",2022,0.99,0.975017002223586,0.99,"Asia","Sri Lanka","LMIC",0.98,-0.01,0.00498299777641376,-0.01,TRUE,0.0149829977764138
"LTU","ARIMA(2,0,0) with non-zero mean",2020,0.931993907379336,0.909664432745606,0.954323382013065,"Europe","Lithuania","HIC",0.91,-0.0219939073793357,0.000335567254393654,-0.0443233820130651,TRUE,0.0446589492674587
"LTU","ARIMA(2,0,0) with non-zero mean",2021,0.941552835843888,0.912999205524958,0.970106466162818,"Europe","Lithuania","HIC",0.9,-0.041552835843888,-0.0129992055249578,-0.0701064661628182,FALSE,0.0571072606378604
"LTU","ARIMA(2,0,0) with non-zero mean",2022,0.944300497217812,0.915292269193246,0.973308725242377,"Europe","Lithuania","HIC",0.9,-0.0443004972178115,-0.0152922691932456,-0.0733087252423774,FALSE,0.0580164560491319
"LUX","ARIMA(0,0,0) with non-zero mean",2020,0.9895,0.985117387297117,0.99,"Europe","Luxembourg","HIC",0.99,0.000499999999999945,0.00488261270288282,0,TRUE,0.00488261270288282
"LUX","ARIMA(0,0,0) with non-zero mean",2021,0.9895,0.985117387297117,0.99,"Europe","Luxembourg","HIC",0.99,0.000499999999999945,0.00488261270288282,0,TRUE,0.00488261270288282
"LUX","ARIMA(0,0,0) with non-zero mean",2022,0.9895,0.985117387297117,0.99,"Europe","Luxembourg","HIC",0.99,0.000499999999999945,0.00488261270288282,0,TRUE,0.00488261270288282
"LVA","ARIMA(1,0,0) with non-zero mean",2020,0.981638022303634,0.945717777033122,0.99,"Europe","Latvia","HIC",0.99,0.00836197769636571,0.0442822229668781,0,TRUE,0.0442822229668781
"LVA","ARIMA(1,0,0) with non-zero mean",2021,0.975548271049354,0.931111971343388,0.99,"Europe","Latvia","HIC",0.94,-0.0355482710493538,0.00888802865661154,-0.05,TRUE,0.0588880286566116
"LVA","ARIMA(1,0,0) with non-zero mean",2022,0.971113307015053,0.922765300837469,0.99,"Europe","Latvia","HIC",0.95,-0.0211133070150527,0.0272346991625306,-0.04,TRUE,0.0672346991625307
"MAR","ARIMA(0,1,0)",2020,0.99,0.951843831689862,0.99,"Africa","Morocco","LMIC",0.99,0,0.0381561683101378,0,TRUE,0.0381561683101378
"MAR","ARIMA(0,1,0)",2021,0.99,0.936039029287613,0.99,"Africa","Morocco","LMIC",0.99,0,0.0539609707123874,0,TRUE,0.0539609707123874
"MAR","ARIMA(0,1,0)",2022,0.99,0.923911577864692,0.99,"Africa","Morocco","LMIC",0.99,0,0.0660884221353082,0,TRUE,0.0660884221353082
"MCO","ARIMA(0,0,0) with non-zero mean",2020,0.99,0.99,0.99,"Europe","Monaco","HIC",0.99,0,0,0,TRUE,0
"MCO","ARIMA(0,0,0) with non-zero mean",2021,0.99,0.99,0.99,"Europe","Monaco","HIC",0.99,0,0,0,TRUE,0
"MCO","ARIMA(0,0,0) with non-zero mean",2022,0.99,0.99,0.99,"Europe","Monaco","HIC",0.99,0,0,0,TRUE,0
"MDA","ARIMA(0,1,0)",2020,0.91,0.85641672385461,0.96358327614539,"Europe","Republic of Moldova","UMIC",0.86,-0.05,0.00358327614538967,-0.10358327614539,TRUE,0.107166552290779
"MDA","ARIMA(0,1,0)",2021,0.91,0.834221804158807,0.985778195841193,"Europe","Republic of Moldova","UMIC",0.87,-0.04,0.0357781958411928,-0.115778195841193,TRUE,0.151556391682386
"MDA","ARIMA(0,1,0)",2022,0.91,0.817191043280192,0.99,"Europe","Republic of Moldova","UMIC",0.88,-0.03,0.0628089567198084,-0.11,TRUE,0.172808956719808
"MDG","ARIMA(1,0,0) with non-zero mean",2020,0.697716248817563,0.593333485843456,0.80209901179167,"Africa","Madagascar","LIC",0.68,-0.0177162488175627,0.0866665141565441,-0.12209901179167,TRUE,0.208765525948214
"MDG","ARIMA(1,0,0) with non-zero mean",2021,0.695911456982411,0.562868067093885,0.828954846870937,"Africa","Madagascar","LIC",0.57,-0.125911456982411,0.00713193290611458,-0.258954846870937,TRUE,0.266086779777052
"MDG","ARIMA(1,0,0) with non-zero mean",2022,0.694485174822919,0.546328611643315,0.842641738002523,"Africa","Madagascar","LIC",0.57,-0.124485174822919,0.0236713883566845,-0.272641738002523,TRUE,0.296313126359207
"MDV","ARIMA(0,0,1) with non-zero mean",2020,0.978899699581268,0.960851990122655,0.99,"Asia","Maldives","UMIC",0.99,0.0111003004187321,0.0291480098773446,0,TRUE,0.0291480098773446
"MDV","ARIMA(0,0,1) with non-zero mean",2021,0.980401388314295,0.960653407849527,0.99,"Asia","Maldives","UMIC",0.96,-0.0204013883142947,-0.000653407849527166,-0.03,FALSE,0.0293465921504729
"MDV","ARIMA(0,0,1) with non-zero mean",2022,0.980401388314295,0.960653407849527,0.99,"Asia","Maldives","UMIC",0.99,0.0095986116857053,0.0293465921504729,0,TRUE,0.0293465921504729
"MEX","ARIMA(0,1,0)",2020,0.82,0.726649926113719,0.913350073886281,"Americas","Mexico","UMIC",0.72,-0.1,-0.0066499261137194,-0.193350073886281,FALSE,0.186700147772561
"MEX","ARIMA(0,1,0)",2021,0.82,0.687983059461491,0.952016940538508,"Americas","Mexico","UMIC",0.78,-0.0399999999999999,0.0920169405385086,-0.172016940538508,TRUE,0.264033881077017
"MEX","ARIMA(0,1,0)",2022,0.82,0.658312929138653,0.981687070861347,"Americas","Mexico","UMIC",0.83,0.01,0.171687070861347,-0.151687070861347,TRUE,0.323374141722693
"MHL","ARIMA(1,0,0) with non-zero mean",2020,0.775773170334349,0.560545520460057,0.99,"Oceania","Marshall Islands","UMIC",0.82,0.0442268296656505,0.259454479539943,-0.17,TRUE,0.429454479539943
"MHL","ARIMA(1,0,0) with non-zero mean",2021,0.764764027472598,0.492621251065634,0.99,"Oceania","Marshall Islands","UMIC",0.86,0.0952359725274023,0.367378748934366,-0.13,TRUE,0.497378748934366
"MHL","ARIMA(1,0,0) with non-zero mean",2022,0.756244826118617,0.455126914648792,0.99,"Oceania","Marshall Islands","UMIC",0.86,0.103755173881383,0.404873085351208,-0.13,TRUE,0.534873085351208
"MKD","ARIMA(0,0,0) with non-zero mean",2020,0.944,0.903581799780161,0.984418200219839,"Europe","North Macedonia","UMIC",0.84,-0.104,-0.063581799780161,-0.144418200219839,FALSE,0.0808364004396775
"MKD","ARIMA(0,0,0) with non-zero mean",2021,0.944,0.903581799780161,0.984418200219839,"Europe","North Macedonia","UMIC",0.81,-0.134,-0.0935817997801609,-0.174418200219838,FALSE,0.0808364004396775
"MKD","ARIMA(0,0,0) with non-zero mean",2022,0.944,0.903581799780161,0.984418200219839,"Europe","North Macedonia","UMIC",0.84,-0.104,-0.063581799780161,-0.144418200219839,FALSE,0.0808364004396775
"MLI","ARIMA(2,0,0) with non-zero mean",2020,0.754712832452478,0.674405858392214,0.835019806512743,"Africa","Mali","LIC",0.7,-0.0547128324524784,0.0255941416077863,-0.135019806512743,TRUE,0.160613948120529
"MLI","ARIMA(2,0,0) with non-zero mean",2021,0.732178055066713,0.589128727223101,0.875227382910325,"Africa","Mali","LIC",0.77,0.0378219449332872,0.180871272776899,-0.105227382910325,TRUE,0.286098655687224
"MLI","ARIMA(2,0,0) with non-zero mean",2022,0.708390329420539,0.518446397610948,0.898334261230129,"Africa","Mali","LIC",0.77,0.0616096705794611,0.251553602389052,-0.128334261230129,TRUE,0.379887863619181
"MLT","ARIMA(2,0,0) with non-zero mean",2020,0.965762734730867,0.861760398091819,0.99,"Europe","Malta","HIC",0.98,0.0142372652691332,0.118239601908181,-0.01,TRUE,0.128239601908181
"MLT","ARIMA(2,0,0) with non-zero mean",2021,0.94589080652702,0.789939243830924,0.99,"Europe","Malta","HIC",0.99,0.0441091934729803,0.200060756169076,0,TRUE,0.200060756169076
"MLT","ARIMA(2,0,0) with non-zero mean",2022,0.929329889875188,0.749955949536184,0.99,"Europe","Malta","HIC",0.98,0.0506701101248118,0.230044050463816,-0.01,TRUE,0.240044050463816
"MNG","ARIMA(1,0,0) with non-zero mean",2020,0.977852256655002,0.949614502250804,0.99,"Asia","Mongolia","LMIC",0.96,-0.0178522566550021,0.0103854977491957,-0.03,TRUE,0.0403854977491958
"MNG","ARIMA(1,0,0) with non-zero mean",2021,0.976470667829268,0.942895012908244,0.99,"Asia","Mongolia","LMIC",0.95,-0.0264706678292682,0.00710498709175633,-0.04,TRUE,0.0471049870917564
"MNG","ARIMA(1,0,0) with non-zero mean",2022,0.975581926775623,0.940031114628726,0.99,"Asia","Mongolia","LMIC",0.95,-0.0255819267756232,0.00996888537127361,-0.04,TRUE,0.0499688853712736
"MOZ","ARIMA(0,1,0)",2020,0.88,0.820346810401072,0.939653189598928,"Africa","Mozambique","LIC",0.79,-0.09,-0.0303468104010725,-0.149653189598927,FALSE,0.119306379197855
"MOZ","ARIMA(0,1,0)",2021,0.88,0.795637650230383,0.964362349769617,"Africa","Mozambique","LIC",0.61,-0.27,-0.185637650230383,-0.354362349769617,FALSE,0.168724699539234
"MOZ","ARIMA(0,1,0)",2022,0.88,0.776677644781118,0.983322355218882,"Africa","Mozambique","LIC",0.61,-0.27,-0.166677644781118,-0.373322355218882,FALSE,0.206644710437763
"MRT","ARIMA(0,0,0) with non-zero mean",2020,0.7365,0.581352382704366,0.891647617295634,"Africa","Mauritania","LMIC",0.72,-0.0164999999999998,0.138647617295634,-0.171647617295634,TRUE,0.310295234591268
"MRT","ARIMA(0,0,0) with non-zero mean",2021,0.7365,0.581352382704366,0.891647617295634,"Africa","Mauritania","LMIC",0.68,-0.0564999999999998,0.0986476172956344,-0.211647617295634,TRUE,0.310295234591268
"MRT","ARIMA(0,0,0) with non-zero mean",2022,0.7365,0.581352382704366,0.891647617295634,"Africa","Mauritania","LMIC",0.76,0.0235000000000002,0.178647617295634,-0.131647617295634,TRUE,0.310295234591268
"MUS","ARIMA(1,0,0) with non-zero mean",2020,0.958746533380357,0.901466115593037,0.99,"Africa","Mauritius","UMIC",0.93,-0.0287465333803567,0.0285338844069633,-0.0599999999999999,TRUE,0.0885338844069632
"MUS","ARIMA(1,0,0) with non-zero mean",2021,0.958032145952554,0.892101925371386,0.99,"Africa","Mauritius","UMIC",0.92,-0.0380321459525536,0.0278980746286143,-0.07,TRUE,0.0978980746286142
"MUS","ARIMA(1,0,0) with non-zero mean",2022,0.957624995583325,0.889119743215417,0.99,"Africa","Mauritius","UMIC",0.95,-0.00762499558332519,0.0608802567845832,-0.04,TRUE,0.100880256784583
"MWI","ARIMA(0,0,0) with non-zero mean",2020,0.889,0.733770956622442,0.99,"Africa","Malawi","LIC",0.94,0.0509999999999999,0.206229043377558,-0.05,TRUE,0.256229043377558
"MWI","ARIMA(0,0,0) with non-zero mean",2021,0.889,0.733770956622442,0.99,"Africa","Malawi","LIC",0.93,0.041,0.196229043377558,-0.0599999999999999,TRUE,0.256229043377558
"MWI","ARIMA(0,0,0) with non-zero mean",2022,0.889,0.733770956622442,0.99,"Africa","Malawi","LIC",0.86,-0.029,0.126229043377558,-0.13,TRUE,0.256229043377558
"MYS","ARIMA(0,1,0)",2020,0.98,0.956202859491418,0.99,"Asia","Malaysia","UMIC",0.98,0,0.0237971405085822,-0.01,TRUE,0.0337971405085822
"MYS","ARIMA(0,1,0)",2021,0.98,0.946345761147065,0.99,"Asia","Malaysia","UMIC",0.95,-0.03,0.00365423885293514,-0.04,TRUE,0.0436542388529352
"MYS","ARIMA(0,1,0)",2022,0.98,0.93878214356428,0.99,"Asia","Malaysia","UMIC",0.97,-0.01,0.0312178564357198,-0.02,TRUE,0.0512178564357199
"NAM","ARIMA(0,1,0)",2020,0.87,0.814199196718315,0.925800803281685,"Africa","Namibia","UMIC",0.93,0.0600000000000001,0.115800803281685,0.00419919671831481,FALSE,0.11160160656337
"NAM","ARIMA(0,1,0)",2021,0.87,0.791085747207728,0.948914252792272,"Africa","Namibia","UMIC",0.94,0.07,0.148914252792272,-0.00891425279227243,TRUE,0.157828505584545
"NAM","ARIMA(0,1,0)",2022,0.87,0.773350173612965,0.966649826387035,"Africa","Namibia","UMIC",0.84,-0.03,0.066649826387035,-0.126649826387035,TRUE,0.19329965277407
"NER","ARIMA(0,1,0) with drift",2020,0.834736842105367,0.755157874421085,0.914315809789649,"Africa","Niger","LIC",0.81,-0.0247368421053666,0.0548421255789154,-0.104315809789649,TRUE,0.159157935368564
"NER","ARIMA(0,1,0) with drift",2021,0.859473684210733,0.746932028831971,0.972015339589495,"Africa","Niger","LIC",0.82,-0.0394736842107333,0.0730679711680287,-0.152015339589495,TRUE,0.225083310757524
"NER","ARIMA(0,1,0) with drift",2022,0.8842105263161,0.746375711073041,0.99,"Africa","Niger","LIC",0.84,-0.0442105263160998,0.0936242889269585,-0.15,TRUE,0.243624288926959
"NGA","ARIMA(0,1,0)",2020,0.66,0.547049993673918,0.772950006326082,"Africa","Nigeria","LMIC",0.62,-0.04,0.0729500063260817,-0.152950006326082,TRUE,0.225900012652164
"NGA","ARIMA(0,1,0)",2021,0.66,0.500264569183528,0.819735430816472,"Africa","Nigeria","LMIC",0.62,-0.04,0.119735430816472,-0.199735430816472,TRUE,0.319470861632943
"NGA","ARIMA(0,1,0)",2022,0.66,0.464364850328,0.855635149672,"Africa","Nigeria","LMIC",0.62,-0.04,0.155635149672,-0.235635149672,TRUE,0.391270299343999
"NIC","ARIMA(0,1,0)",2020,0.98,0.922240645815754,0.99,"Americas","Nicaragua","LMIC",0.92,-0.0599999999999999,-0.00224064581575445,-0.07,FALSE,0.0677593541842455
"NIC","ARIMA(0,1,0)",2021,0.98,0.898315937958729,0.99,"Americas","Nicaragua","LMIC",0.87,-0.11,-0.0283159379587289,-0.12,FALSE,0.0916840620412711
"NIC","ARIMA(0,1,0)",2022,0.98,0.879957863940521,0.99,"Americas","Nicaragua","LMIC",0.92,-0.0599999999999999,0.0400421360594793,-0.07,TRUE,0.110042136059479
"NLD","ARIMA(0,1,0)",2020,0.94,0.925080533507927,0.954919466492073,"Europe","Netherlands (Kingdom of the)","HIC",0.94,0,0.0149194664920727,-0.0149194664920727,TRUE,0.0298389329841453
"NLD","ARIMA(0,1,0)",2021,0.94,0.91890068814354,0.96109931185646,"Europe","Netherlands (Kingdom of the)","HIC",0.95,0.01,0.0310993118564601,-0.0110993118564601,TRUE,0.0421986237129202
"NLD","ARIMA(0,1,0)",2022,0.94,0.914158726013909,0.965841273986091,"Europe","Netherlands (Kingdom of the)","HIC",0.93,-0.0099999999999999,0.0158412739860914,-0.0358412739860912,TRUE,0.0516825479721825
"NOR","ARIMA(0,1,0)",2020,0.97,0.945782409439516,0.99,"Europe","Norway","HIC",0.97,0,0.0242175905604838,-0.02,TRUE,0.0442175905604838
"NOR","ARIMA(0,1,0)",2021,0.97,0.935751154981365,0.99,"Europe","Norway","HIC",0.97,0,0.0342488450186348,-0.02,TRUE,0.0542488450186348
"NOR","ARIMA(0,1,0)",2022,0.97,0.928053902712342,0.99,"Europe","Norway","HIC",0.97,0,0.0419460972876583,-0.02,TRUE,0.0619460972876583
"NPL","ARIMA(0,1,1) with drift",2020,0.947509292037551,0.866944471169995,0.99,"Asia","Nepal","LMIC",0.84,-0.107509292037551,-0.0269444711699953,-0.15,FALSE,0.123055528830005
"NPL","ARIMA(0,1,1) with drift",2021,0.95813890999098,0.875482857928326,0.99,"Asia","Nepal","LMIC",0.91,-0.0481389099909796,0.0345171420716744,-0.08,TRUE,0.114517142071674
"NPL","ARIMA(0,1,1) with drift",2022,0.968768527944408,0.884072863806585,0.99,"Asia","Nepal","LMIC",0.9,-0.0687685279444081,0.0159271361934153,-0.09,TRUE,0.105927136193415
"NRU","ARIMA(0,1,0)",2020,0.96,0.663642245408498,0.99,"Oceania","Nauru","HIC",0.95,-0.01,0.286357754591502,-0.04,TRUE,0.326357754591502
"NRU","ARIMA(0,1,0)",2021,0.96,0.540886844142261,0.99,"Oceania","Nauru","HIC",0.98,0.02,0.439113155857739,-0.01,TRUE,0.449113155857739
"NRU","ARIMA(0,1,0)",2022,0.96,0.44669331183049,0.99,"Oceania","Nauru","HIC",0.98,0.02,0.53330668816951,-0.01,TRUE,0.54330668816951
"NZL","ARIMA(0,1,0)",2020,0.92,0.895368518175422,0.944631481824578,"Oceania","New Zealand","HIC",0.92,0,0.0246314818245776,-0.0246314818245776,TRUE,0.0492629636491553
"NZL","ARIMA(0,1,0)",2021,0.92,0.885165824342336,0.954834175657664,"Oceania","New Zealand","HIC",0.9,-0.02,0.0148341756576641,-0.0548341756576641,TRUE,0.0696683513153282
"NZL","ARIMA(0,1,0)",2022,0.92,0.877337022014122,0.962662977985878,"Oceania","New Zealand","HIC",0.89,-0.03,0.0126629779858779,-0.072662977985878,TRUE,0.0853259559717559
"OMN","ARIMA(0,0,0) with non-zero mean",2020,0.987999999999984,0.979956477523965,0.99,"Asia","Oman","HIC",0.99,0.00200000000001643,0.010043522476035,0,TRUE,0.010043522476035
"OMN","ARIMA(0,0,0) with non-zero mean",2021,0.987999999999984,0.979956477523965,0.99,"Asia","Oman","HIC",0.99,0.00200000000001643,0.010043522476035,0,TRUE,0.010043522476035
"OMN","ARIMA(0,0,0) with non-zero mean",2022,0.987999999999984,0.979956477523965,0.99,"Asia","Oman","HIC",0.99,0.00200000000001643,0.010043522476035,0,TRUE,0.010043522476035
"PAK","ARIMA(0,1,0)",2020,0.84,0.763824577328513,0.916175422671486,"Asia","Pakistan","LMIC",0.8,-0.0399999999999999,0.0361754226714865,-0.116175422671486,TRUE,0.152350845342973
"PAK","ARIMA(0,1,0)",2021,0.84,0.732271684138481,0.947728315861519,"Asia","Pakistan","LMIC",0.83,-0.01,0.0977283158615192,-0.117728315861519,TRUE,0.215456631723038
"PAK","ARIMA(0,1,0)",2022,0.84,0.708060297644951,0.971939702355049,"Asia","Pakistan","LMIC",0.85,0.01,0.141939702355049,-0.121939702355049,TRUE,0.263879404710098
"PAN","ARIMA(0,1,0)",2020,0.88,0.779656291046609,0.980343708953391,"Americas","Panama","HIC",0.74,-0.14,-0.0396562910466094,-0.240343708953391,FALSE,0.200687417906781
"PAN","ARIMA(0,1,0)",2021,0.88,0.738092565899296,0.99,"Americas","Panama","HIC",0.87,-0.01,0.131907434100704,-0.12,TRUE,0.251907434100704
"PAN","ARIMA(0,1,0)",2022,0.88,0.706199597872823,0.99,"Americas","Panama","HIC",0.87,-0.01,0.163800402127177,-0.12,TRUE,0.283800402127177
"PER","ARIMA(0,0,0) with non-zero mean",2020,0.905999999999911,0.818486253672806,0.99,"Americas","Peru","UMIC",0.72,-0.185999999999911,-0.0984862536728062,-0.27,FALSE,0.171513746327194
"PER","ARIMA(0,0,0) with non-zero mean",2021,0.905999999999911,0.818486253672806,0.99,"Americas","Peru","UMIC",0.82,-0.0859999999999114,0.00151374632719381,-0.17,TRUE,0.171513746327194
"PER","ARIMA(0,0,0) with non-zero mean",2022,0.905999999999911,0.818486253672806,0.99,"Americas","Peru","UMIC",0.82,-0.0859999999999114,0.00151374632719381,-0.17,TRUE,0.171513746327194
"PHL","ARIMA(1,0,0) with non-zero mean",2020,0.728017504242699,0.652454980309761,0.803580028175636,"Asia","Philippines","LMIC",0.71,-0.0180175042426985,0.0575450196902385,-0.0935800281756356,TRUE,0.151125047865874
"PHL","ARIMA(1,0,0) with non-zero mean",2021,0.742605151373517,0.645381318493153,0.83982898425388,"Asia","Philippines","LMIC",0.57,-0.172605151373517,-0.0753813184931534,-0.26982898425388,FALSE,0.194447665760727
"PHL","ARIMA(1,0,0) with non-zero mean",2022,0.754415857559392,0.645301636144175,0.863530078974608,"Asia","Philippines","LMIC",0.72,-0.0344158575593919,0.0746983638558245,-0.143530078974608,TRUE,0.218228442830433
"PLW","ARIMA(1,0,0) with non-zero mean",2020,0.945618704250238,0.734054554446713,0.99,"Oceania","Palau","UMIC",0.96,0.014381295749762,0.225945445553287,-0.03,TRUE,0.255945445553287
"PLW","ARIMA(1,0,0) with non-zero mean",2021,0.933455255248718,0.69702479902011,0.99,"Oceania","Palau","UMIC",0.95,0.0165447447512824,0.25297520097989,-0.04,TRUE,0.29297520097989
"PLW","ARIMA(1,0,0) with non-zero mean",2022,0.927387099842579,0.685164186097768,0.99,"Oceania","Palau","UMIC",0.94,0.0126129001574212,0.254835813902232,-0.05,TRUE,0.304835813902232
"PNG","ARIMA(0,1,0)",2020,0.35,0.230694986608318,0.469305013391682,"Oceania","Papua New Guinea","LMIC",0.39,0.04,0.159305013391682,-0.0793050133916816,TRUE,0.238610026783363
"PNG","ARIMA(0,1,0)",2021,0.35,0.18127723200238,0.51872276799762,"Oceania","Papua New Guinea","LMIC",0.31,-0.04,0.12872276799762,-0.20872276799762,TRUE,0.33744553599524
"PNG","ARIMA(0,1,0)",2022,0.35,0.143357655207922,0.556642344792078,"Oceania","Papua New Guinea","LMIC",0.36,0.01,0.216642344792078,-0.196642344792078,TRUE,0.413284689584156
"POL","ARIMA(0,2,1)",2020,0.944692963064354,0.932725097203965,0.956660828924744,"Europe","Poland","HIC",0.9,-0.0446929630643543,-0.0327250972039645,-0.0566608289247441,FALSE,0.0239357317207796
"POL","ARIMA(0,2,1)",2021,0.939385926128709,0.920161391140699,0.958610461116719,"Europe","Poland","HIC",0.9,-0.0393859261287086,-0.0201613911406987,-0.0586104611167185,FALSE,0.0384490699760198
"POL","ARIMA(0,2,1)",2022,0.934078889193063,0.907659273234283,0.960498505151843,"Europe","Poland","HIC",0.9,-0.0340788891930629,-0.00765927323428295,-0.0604985051518429,FALSE,0.0528392319175599
"PRT","ARIMA(0,1,0)",2020,0.99,0.959170761705831,0.99,"Europe","Portugal","HIC",0.99,0,0.0308292382941691,0,TRUE,0.0308292382941691
"PRT","ARIMA(0,1,0)",2021,0.99,0.946400873086754,0.99,"Europe","Portugal","HIC",0.99,0,0.0435991269132459,0,TRUE,0.0435991269132459
"PRT","ARIMA(0,1,0)",2022,0.99,0.936602192915851,0.99,"Europe","Portugal","HIC",0.99,0,0.0533978070841489,0,TRUE,0.0533978070841489
"PRY","ARIMA(0,0,1) with non-zero mean",2020,0.880554932716614,0.829888992973964,0.931220872459264,"Americas","Paraguay","UMIC",0.79,-0.0905549327166137,-0.039888992973964,-0.141220872459264,FALSE,0.1013318794853
"PRY","ARIMA(0,0,1) with non-zero mean",2021,0.903152348686431,0.839851081743217,0.966453615629644,"Americas","Paraguay","UMIC",0.7,-0.203152348686431,-0.139851081743217,-0.266453615629644,FALSE,0.126602533886428
